id;city;title;kinds;category_kind;description;opening_hours;source;auto_environment;auto_confidence;auto_reason;review_priority;manual_environment
kudago:30758;Москва;лаунж-бар «Гамачная №1 Ёжик в тумане»;attractions,sights;location;Неоновые рисунки на стенах, атмосфера жаркого тропического острова, уютные гамаки и ультрафиолетовое освещение — яркий бар с причудливым дизайном готов перевернуть ваши представления о комфортном отдыхе.;пн–чт 12:00–3:00, пт–вс 12:00–6:00;kudago;unknown;0.0;no reliable signal;0;indoor
kudago:5135;Москва;район Китай-город;attractions,sights;location;Если вы хотите посмотреть самые красивые исторические места Москвы — вам в Китай-город.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:15006;Москва;яблоневые сады в Коломенском парке;park,attractions,sights;walk;В последний месяц весны, который медленно перетекает в жаркое московское лето, нет в городе места тише, красивее и приятнее, чем яблоневые сады, расположенные в парке Коломенское.;ежедневно весь день;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:6843;Нижний Новгород;Дом Дворянского собрания;culture,attractions;location;В 1785 году императрицей Екатериной II были утверждены привилегии дворянства для каждой губернии располагать своим Дворянским собранием и местом для общих собраний.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:5543;Нижний Новгород;Дом Каменских;attractions;location;Особняк семейства Каменских был построен в 1914 году по проекту петербургского архитектора Бориса Коршунова.;;kudago;unknown;0.0;no reliable signal;0;mixed
kudago:21540;Нижний Новгород;Куйбышевская водокачка;attractions,other;location;Неподалёку от центра города находится мрачная изъеденная временем башня, которая является любимой локацией для фотосессий в готическом стиле, памятником исторического значения и просто интересным местом для любителей изучать старинные разрушенные здания.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:1207;Нижний Новгород;Нижегородская Филармония имени Ростроповича;concert-hall;museum;Полное название: Нижегородская Государственная Академическая филармония имени Мстислава Ростроповича.;касса: ежедневно 10:00–19:00;kudago;unknown;0.0;no reliable signal;0;indoor
kudago:4727;Нижний Новгород;Нижегородский планетарий имени Георгия Гречко;kids,observatory,attractions;location;Нижегородский планетарий — один из первых цифровых планетариев в России. Здесь проходят полнокупольные программы, действуют музей и обсерватория, проводятся экскурсии и мастер-классы для гостей всех возрастов.;вт–вс 10:00–20:00;kudago;unknown;0.0;no reliable signal;0;indoor
kudago:6854;Нижний Новгород;Царский павильон;attractions;location;Небольшое каменное здание на площади Революции является уникальным памятником истории, поскольку с его появлением активно начала развиваться железная дорога Нижнего Новгорода.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:1792;Нижний Новгород;Чкаловская лестница;attractions;location;Самая длинная мемориальная лестница России.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:915;Нижний Новгород;концертный зал MILO Concert Hall;clubs,concert-hall;museum;Главная задача заведения — собрать под своей крышей абсолютно разноформатные мероприятия: танцевальные шоу, рейвы с участием топовых ди-джеев и глобальные концерты в Нижнем Новгороде.;ежедневно весь день;kudago;unknown;0.0;no reliable signal;0;indoor
kudago:34753;Нижний Новгород;культурный центр «Пакгаузы»;art-space;museum;Ажурные металлические конструкции на Стрелке уже давно стали одним из неофициальных символов Нижнего Новгорода. Благодаря реконструкции это место превратилось в культурный центр с выставочным пространством и концертным залом.;вт, ср 10:00–18:00, чт 12:00–20:00, пт–вс 11:00–19:00;kudago;unknown;0.0;no reliable signal;0;mixed
kudago:6960;Нижний Новгород;макет самолёта «Ньюпор-4»;attractions;location;Макет самолёта представляет точную уменьшенную копию самолёта, на котором Петром Нестеровым был совершён знаменитый вираж в вертикальной плоскости.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:7013;Нижний Новгород;церковь Жен-Мироносиц;attractions,church;location;Церковь святых Жен-Мироносиц основана в 1510-ом году нижегородским купцом И. Сырковым. Она являлась первой приходской церковью из камня на Верхнем посаде города. Придел церкви построен в 1537 году внуком Ивана Сыркова, в котором разместился дополнительный алтарь и престол для богослужений.;;kudago;unknown;0.0;no reliable signal;0;mixed
kudago:4550;Санкт-Петербург;Cтрелка Елагина острова;attractions;location;Ансамбль стрелки Елагина острова обязан своим внешним видом наводнению 23 сентября 1924 года.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:10320;Санкт-Петербург;«Камень-голова»;attractions;location;Кто выглядывает из-под земли?;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:10546;Санкт-Петербург;Архитектурно-познавательный туристский центр «Мини-город»;kids,attractions,sights;location;Представьте себя Гулливером, который совершает прогулку по Петербургу и любуется архитектурными шедеврами города с высоты своего исполинского роста.;ежедневно весь день;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:4543;Санкт-Петербург;Буддийский храм;attractions,temple;location;Петербургский Буддийский храм (он же дацан «Гунзэчойнэй») до недавнего времени являлся самым северным в мире. Он был основан по ходатайству тибетского Далай-ламы в 1909 году.;пн, вт, чт–вс 10:00–19:00;kudago;unknown;0.0;no reliable signal;0;mixed
kudago:2026;Санкт-Петербург;Граффити «Маленький Принц»;kids,attractions;location;Петербург известен своей творческой атмосферой и креативом, который не обходит стороной даже стены домов и государственных учреждений.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:2809;Санкт-Петербург;Двор дома Бака;attractions;location;Один из ярких примеров того, как русская эклектика растворяет в себе модерн и рококо — доходный дом инженера Бака. Розовый мрамор в облицовке здания, воздушные галереи... А туристы ходят сюда, чтобы полюбоваться двором.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:1018;Санкт-Петербург;Двор с домом Карлсона;attractions,sights;location;Карлсон улетал, но обещал вернуться. И, подумать только, не обманул — вернулся в Петербург и даже обзавёлся собственным домом.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:1021;Санкт-Петербург;Дворик филфака СПбГУ;attractions,sights;location;По инициативе декана филфака во дворике факультета была установлена скульптура Арсена Аветисяна «Размышление о Mаленьком принце». А в результате вокруг этой поэтичной статуи, созданной безвременно ушедшим автором, вырос целый Парк современной скульптуры.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:2378;Санкт-Петербург;Дом Зингера (Дом книги);shops,attractions;location;Шестиэтажное здание на Невском проспекте с мансардой в стиле модерн, построенное в 1904 году по проекту архитектора Павла Сюзора для акционерной компании «Зингер в России».;ежедневно 9:00–23:00;kudago;unknown;0.0;no reliable signal;0;indoor
kudago:1398;Санкт-Петербург;Елагин остров;park,attractions,recreation;walk;Центральный парк культуры и отдыха имени Кирова — оазис природы, расположенный практически в центре города.;ежедневно 6:00–23:00;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:541;Санкт-Петербург;Замок Андерсенград;kids,attractions,sights;location;Андерсенград уже более 30 лет радует детей и взрослых. Миниатюрный замок с башенками, крепостной стеной, фонтанами и красными стенами населён героями произведений сказочника Ханса Кристиана Андерсена.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:4090;Санкт-Петербург;Лесопарк Александрино;park,photo-places,attractions,recreation;walk;Люди обычно не задумываются о том, что творят не только собственную судьбу, но историю всего, что они создают своей волей. А между тем история вещей бывает даже более занимательна, чем человеческая жизнь. Такова история старейшего петербургского парка.;ежедневно весь день;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:387;Санкт-Петербург;Марсово поле;attractions,sights;location;Уникальный архитектурный ансамбль, сочетающий в себе целый букет исторических памятников Северной столицы, и одновременно любимое место летнего отдыха петербуржцев. Его нельзя не заметить и невозможно не полюбить. Возьмите с собой плед, гитару, книгу или хорошую компанию и приходите на Марсово поле.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:2813;Санкт-Петербург;Мозаичный дворик;kids,photo-places,attractions;location;Среди петербургских дворов-колодцев затаился небольшой Мозаичный дворик — монументальная работа художника Владимира Лубенко и его учеников.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:8467;Санкт-Петербург;Оранжерея Таврического сада;photo-places,attractions,sights;location;Оранжерея Таврического сада — «райская» машина времени, которая в любое время, несмотря на переменчивую петербургскую погоду, может отправить вас в лето и познакомить с диковинными растениями.;вт–вс 11:00–21:00;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:1125;Санкт-Петербург;Ротонда на Гороховой;photo-places,attractions,sights;location;Ротонда на Гороховой улице связана с городскими легендами и потому притягивает к себе не только туристов, но и любопытную молодёжь.;ежедневно 12:00–21:00;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:8945;Санкт-Петербург;Стрелка Васильевского острова;attractions;location;Стрелка Васильевского острова — это одна из удивительных достопримечательностей Северной пальмиры.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:2377;Санкт-Петербург;Чижик-Пыжик;attractions;location;Чижик-Пыжик — один из самых маленьких памятников Петербурга высотой всего 11 сантиметров. Считается, что птичка принесёт удачу тому, чья монетка попадёт на скромный пьедестал и не отскочит в воду.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:6796;Санкт-Петербург;дом-кольцо на Фонтанке;attractions;location;XIX век не зря называют золотым веком русской культуры: эта эпоха подарила нам такое изобилие шедевров во всех областях искусства, что многие из них были просто не замечены современниками. Один из таких малоизвестных архитектурных шедевров притаился во дворе набережной Фонтанки. Это круглый дом, известный среди петербуржцев как дом-кольцо.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:742;Санкт-Петербург;петербургский ангел;attractions,sights;location;Есть стольный град Санкт-Петербург с императором Петром I на коне. Есть колыбель революции Ленинград с Лениным на броневике. А между ними живёт своей жизнью город Питер, и его охраняет маленький старичок-ангел.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:22707;Сочи;Агурские водопады;attractions;location;Каскад из нескольких водопадов в долине реки Агура, красивое и таинственное место, которое очень любят туристы и фотографы.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:22704;Сочи;Орнитопарк;amusement,park,attractions;walk;Природный орнитологический парк в Имеретинке. Красивое место, где живут более сорока видов редких птиц.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:7822;Сочи;Сочинский дендрарий;park,attractions;walk;Дендрарий в Сочи, где в настоящее время собираются отдыхающие, а школьники собирают гербарии для отчета «Как я провел лето», основан на денежные средства драматурга Сергея Николаевича Худекова в XIX веке.;касса: ежедневно 9:00–19:00;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:4267;Сочи;зал Зимнего театра Сочинской филармонии;concert-hall;museum;Зимний театр — главная театральная и концертная площадка города, самое культовое место в городе Сочи.;ежедневно 10:00–22:00;kudago;unknown;0.0;no reliable signal;0;indoor
kudago:8023;Сочи;монумент Михаила Архангела;attractions;location;Монументальная колонна со скульптурной композицией Михаила Архангела, предводителя Небесного воинства и покровителя города-курорта Сочи, установлена на эспланаде Курортного проспекта Центрального района.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:21564;Сочи;развалины храма Агуа;attractions,temple;location;Средневековая церковь в живописнейшем месте Большого Сочи вот уже несколько веков привлекает и туристов, и археологов, и кладоискателей.;;kudago;unknown;0.0;no reliable signal;0;outdoor
kudago:4309;Сочи;храм Апостолов Симона и Фаддея;attractions,temple;location;Этот римско-католический храм в городе Сочи — настоящий памятник неоготики в солнечном южном городе.;;kudago;unknown;0.0;no reliable signal;0;mixed
kudago:8225;Сочи;храм Преображения Господня;attractions,temple;location;Православный храм Хостинского района города Сочи.;;kudago;unknown;0.0;no reliable signal;0;mixed
kudago:8221;Сочи;храм Рождества Богородицы;attractions,temple;location;Православная церковь в Лазаревском районе города Сочи.;ежедневно 8:00–19:00;kudago;unknown;0.0;no reliable signal;0;mixed
kudago:4151;Казань;Благовещенский собор Казанского кремля;attractions;location;Собор был построен в 1562 году псковским архитектором Постником Яковлевым, создателем собора Василия Блаженного в Москве. Это также самый древний из сохранившихся памятников в ансамбле Кремля.;;kudago;mixed;0.72;mixed kind/title signals;1;mixed
kudago:8037;Казань;Дворец земледельцев;palace,attractions,sights;location;Возведён дворец в историческом центре Казани вблизи кремля и набережной реки Казанки.;;kudago;mixed;0.72;mixed kind/title signals;1;outdoor
kudago:34585;Казань;Иннополис;attractions,sights,suburb;walk;Иннополис — первый построенный с нуля город в постсоветской России. Он расположился в 40 километрах от Казани и ежегодно привлекает к себе туристов, которые приезжают любоваться современной архитектурой и узнавать о последних ИТ-разработках.;;kudago;mixed;0.72;mixed kind/title signals;1;outdoor
kudago:7699;Казань;Петропавловский собор;attractions,church;location;Уникальный памятник русского барокко — Петропавловский собор — был построен в начале XVIII века. В его стенах побывали почти все российские императоры, сюда заходил Александр Пушкин, а в хоре собора пел Фёдор Шаляпин.;ежедневно 7:00–19:00;kudago;mixed;0.72;mixed kind/title signals;1;mixed
kudago:8205;Казань;Раифский Богородицкий мужской монастырь;monastery,attractions;location;Недалеко от Казани рядом с Волжско-Камским природным заповедником располагается чудесная обитель, место доброты и радушия.;пн–вс 09:00–18:00;kudago;mixed;0.72;mixed kind/title signals;1;mixed
kudago:7687;Казань;Свияжск;attractions,sights,suburb,church;walk;Расположившееся на острове село Свияжск — отличный вариант отдыха на выходные. Сюда приезжают любоваться потрясающими пейзажами, рассматривать древнюю архитектуру и учиться новому — например, гончарному делу или стрельбе из лука.;;kudago;mixed;0.72;mixed kind/title signals;1;outdoor
kudago:8267;Казань;Хрустальное озеро;attractions,sights,suburb;walk;Живописный и тихий уголок природы, вдали от шумного мегаполиса, где можно насладиться праздничным застольем, отведать натуральных продуктов, активно отдохнуть и просто интересно провести время.;пн–вс 04:00–22:00;kudago;mixed;0.72;mixed kind/title signals;1;outdoor
kudago:8547;Казань;гостевой комплекс «Дубай»;suburb;walk;Загородный комплекс расположен на Высокой горе, в одном из самых живописных мест Казани.;;kudago;mixed;0.72;mixed kind/title signals;1;mixed
kudago:8908;Казань;гостевой комплекс «Прекрасновидово»;suburb;walk;Удивительное место с красивым названием располагается неподалеку от города в селе Красновидово.;ежедневно весь день;kudago;mixed;0.72;mixed kind/title signals;1;mixed
kudago:4634;Казань;музей-заповедник «Казанский кремль»;museums,attractions;museum;Государственный историко-архитектурный и художественный музей-заповедник «Казанский кремль» является главной достопримечательностью Казани и ценным объектом культурного наследия республики Татарстан.;ежедневно весь день;kudago;mixed;0.72;mixed kind/title signals;1;mixed
kudago:2140;Москва;Англиканский собор Святого Андрея;attractions;location;Место, которое является единственным в своём роде в Москве — Собор Святого Андрея (англиканская церковь). Это настоящий памятник архитектуры, который привлекает не только страждущих пищи духовной, но и любителей музыки. Здесь проводятся интереснейшие органные концерты.;ежедневно 8:00–22:00;kudago;mixed;0.72;mixed kind/title signals;1;mixed
kudago:90;Москва;ВДНХ;museums,park,attractions;museum;ВДНХ — крупнейший в Москве выставочный центр. Ежегодно его посещают больше двадцати миллионов человек, а на территории организуют не меньше полутора сотен экспозиций и выставок.;ежедневно весь день;kudago;indoor;0.92;indoor kind/title signal;1;mixed
kudago:206;Москва;Московский Кремль;museums,attractions;museum;Величественный и древний, Московский Кремль уже много веков остаётся главным символом необъятной России.;пн–ср, пт–вс 10:00–17:00 (касса: пн–ср, пт–вс 9:30–16:30);kudago;mixed;0.72;mixed kind/title signals;1;mixed
kudago:531;Москва;Музей-заповедник «Царицыно»;kids,museums,park,palace,attractions;museum;Царские дворцы в стиле русской готики, чистые пруды... Парк, который так и не стал императорской резиденцией, сегодня открыт для всех, кто хочет найти уголок спокойствия в шумной столице.;вт–чт 10:00–18:00, пт, сб 10:00–20:00, вс 10:00–18:00;kudago;indoor;0.92;indoor kind/title signal;1;mixed
kudago:940;Москва;Музей-усадьба «Архангельское»;museums,attractions,homesteads;museum;Музей-усадьба «Архангельское» известен своими знаменитыми музейными экспозициями и садово-парковым комплексом. Если у вас выдался свободный день в любое время года, вы хотите провести его на природе и открыть страницы русского прошлого, смело приезжайте на отдых в «Архангельское».;ежедневно 10:00–20:00;kudago;mixed;0.72;mixed kind/title signals;1;mixed
kudago:6182;Москва;Песчаные дюны в Сычёво;suburb,recreation;walk;Если вы любите интересные места, ищете приключений, романтик в душе, да ещё и обладатель сноуборда — вам точно туда, в Песчаные дюны в Сычёво. Здесь вы почувствуете себя, будто в пустыне: вокруг вас раскинется огромное песчаное пространство, где можно увидеть даже карликовые растения.;ежедневно весь день;kudago;mixed;0.72;mixed kind/title signals;1;outdoor
kudago:4583;Москва;Приокско-Террасный заповедник;kids,park,sights,animal-shelters,suburb;walk;Всего в 100 километрах от Красной площади расположился единственный заповедник Московской области. В нём находится Центральный зубровый питомник, где можно познакомиться с краснокнижными зубрами, а также их ближайшими родственниками — североамериканскими бизонами. Для гостей заповедника созданы широкие возможности для экологического туризма, здесь можно всей семьёй отдохнуть на природе и получить массу ярких впечатлений.;пн–пт 9:00–18:00, сб, вс 9:00–19:00 (касса: пн–пт 9:00–17:00, сб, вс 8:00–18:30);kudago;mixed;0.72;mixed kind/title signals;1;outdoor
