id,city,title,kinds,category_kind,description,opening_hours,source,auto_environment,auto_confidence,auto_reason,review_priority,manual_environment
kudago:35911,Екатеринбург,квест-перформанс «Незваные гости»,questroom,location,"В советское время вера в потустороннее порицалась, но люди всё равно продолжали верить в приметы. Эта история докажет: мистические сущности находятся гораздо ближе, чем вы можете себе представить.",ежедневно 12:00–23:59,kudago,unknown,0.0,no reliable signal,0,
kudago:35986,Екатеринбург,квест-перформанс «Ночной кошмар»,questroom,location,"Ночные прогулки по лесу могут быть крайне опасными, и квест покажет вам один из самых ужасных вариантов развития событий.",,kudago,unknown,0.0,no reliable signal,0,
kudago:35987,Екатеринбург,квест-перформанс «Обитель зла: Деревня»/Resident Evil: Village,questroom,location,"Квест по мотивам легендарной видеоигры погрузит вас в удивительный мир, где реальность переплетается с фантазией, куклы следят за каждым вашим шагом, а стены хранят множество секретов.",ежедневно 0:40–23:30,kudago,unknown,0.0,no reliable signal,0,
kudago:36149,Екатеринбург,квест-перформанс «Одни из нас»/The Last of Us,questroom,location,"Ужасные монстры из знаменитой компьютерной игры проникнут в вашу реальность. Уже неважно, готовы ли ко встречи с ними, ведь у вас нет иного выхода, кроме как выжить любой ценой в условиях апокалипсиса.","пн–пт 11:30–23:45, сб, вс 11:30–1:30",kudago,unknown,0.0,no reliable signal,0,
kudago:36407,Екатеринбург,квест-перформанс «Перевал Дятлова»,questroom,location,"Участники квеста-хоррора попадают в музей, связанный с катастрофой группы Дятлова. Но вскоре понимают, что это вовсе не музей.",ежедневно 0:00–22:30,kudago,unknown,0.0,no reliable signal,0,
kudago:35910,Екатеринбург,квест-перформанс «Полтергейст»,questroom,location,"Дом с леденящим душу прошлым и призраки, чудовищным образом уносящие жизни, — квест погрузит вас в атмосферу мистики и откроет дверь в мир необъяснимых явлений и жутких существ.",ежедневно 0:30–23:00,kudago,unknown,0.0,no reliable signal,0,
kudago:36133,Екатеринбург,квест-перформанс «Последнее представление»,questroom,location,"Жуткий перфоманс об обезумевшем клоуне взбудоражит кровь любителей хорроров интригующим сюжетом, занимательными загадками и актёрской игрой.",ежедневно 1:20–23:59,kudago,unknown,0.0,no reliable signal,0,
kudago:35985,Екатеринбург,квест-перформанс «Псарня»,questroom,location,"Безжалостный психопат и стая агрессивных собак — ужасная компания, с которой лучше никогда не встречаться. Однако квест поместит вас в логово именно такого маньяка. Чтобы спаси свою жизнь, вам предстоит сбежать из западни, миновав его жестоких питомцев.",,kudago,unknown,0.0,no reliable signal,0,
kudago:36095,Екатеринбург,квест-перформанс «Сайлент Хилл: Комната»/Silent Hill: The Room,questroom,location,"Маленький городок с ужасающей историей накроет вас своей мрачной атмосферой и откроет дверь в мир оживших кошмаров. Вы станете частью леденящего кровь перфоманса, созданного по мотивам знаменитой компьютерной хоррор-игры.",ежедневно 0:15–22:30,kudago,unknown,0.0,no reliable signal,0,
kudago:36130,Екатеринбург,квест-перформанс «Сайлент Хилл»,questroom,location,"Атмосфера знаменитой хоррор-игры, интересные загадки и интригующий сюжет — квест сделает вас главными героями ужасающей вселенной Сайлент Хилла и откроет тёмные тайны забытого городка.",ежедневно 1:20–23:59,kudago,unknown,0.0,no reliable signal,0,
kudago:35915,Екатеринбург,квест-перформанс «Сверхъестественное»,questroom,location,"Примерить на себя роли легендарных борцов с нечистью и открыть дверь в мир сверхъестественного вы сможете, приняв участие в мистическом квесте по мотивам одноимённого сериала.",ежедневно 0:30–23:00,kudago,unknown,0.0,no reliable signal,0,
kudago:35989,Екатеринбург,квест-перформанс «Совершенно другой»,questroom,location,"Старинный дом, хранящий множество секретов, и жуткие городские байки о его хозяине — вы примите участие в увлекательном квесте с интересными заданиями и элементами мистики и экшена.",ежедневно 1:30–23:59,kudago,unknown,0.0,no reliable signal,0,
kudago:21557,Екатеринбург,мельница Борчанинова-Первушина,"attractions,sights,other",location,"Удивительная постройка начала XX века: мельница, которая больше похожа на замок, нежели на предприятие.",,kudago,unknown,0.0,no reliable signal,0,
kudago:6035,Екатеринбург,спортивный комплекс «Уктус»,"attractions,recreation",location,"Уктусский лесопарк в Чкаловском районе Екатеринбурга — довольно популярное место отдыха. Сюда приходят покататься на велосипедах и квадроциклах, пожарить шашлыки и отдохнуть в удобных беседках.",ежедневно 10:00–21:00,kudago,unknown,0.0,no reliable signal,0,
kudago:6918,Екатеринбург,улица Сакко и Ванцетти,attractions,location,"Бывшая Усольцевская улица, а ныне улица имени Сакко и Ванцетти расположена в центре Екатеринбурга.",,kudago,unknown,0.0,no reliable signal,0,
kudago:7989,Казань,Александровский пассаж,"attractions,sights",location,Настоящее архитектурное чудо Казани конца XIX века — Александровский пассаж — потрясает своим внешним убранством.,,kudago,unknown,0.0,no reliable signal,0,
kudago:4156,Казань,Апанаевская мечеть,attractions,location,"Мечеть, получившая своё название в честь содержавших её в XVIII веке купцов Апанаевых, является одним из старейших культовых сооружений города.",ежедневно 7:30–20:00,kudago,unknown,0.0,no reliable signal,0,
kudago:7688,Казань,Башня Сююмбике,"attractions,sights",location,Знаменитая в Татарстане башня несколько сотен лет клонится к земле и не падает.,ежедневно весь день,kudago,unknown,0.0,no reliable signal,0,
kudago:33893,Казань,Болгар,"amusement,attractions,sights",location,"Болгар — идеальное направление для тех, кто интересуется историей и любит проводить время на природе. Рассказываем, чем заняться в этом древнем городе, который часто называют «северной Меккой».",,kudago,unknown,0.0,no reliable signal,0,
kudago:8384,Казань,Варваринская церковь,"attractions,sights,temple,church",location,Церковь была построена в период 1779-1780 годов на месте загородного дома губернатора Кудрявцева.,,kudago,unknown,0.0,no reliable signal,0,
kudago:8133,Казань,Государственный Большой концертный зал имени Сайдашева,concert-hall,museum,Главная концертная сцена столицы Татарстана является ведущим центром музыкальной жизни Казани.,ежедневно 10:00–19:00,kudago,unknown,0.0,no reliable signal,0,indoor
kudago:22952,Казань,Дом Ушковой,"library,attractions",location,"Здание, в котором сейчас находится национальная библиотека Татарстана, имеет богатую историю — когда-то оно принадлежало чете Ушковых, Алексею и Зинаиде.",,kudago,unknown,0.0,no reliable signal,0,
kudago:8918,Казань,Закабанная мечеть,attractions,location,Построена мечеть в честь тысячелетия принятия ислама на территории Поволжья.,,kudago,unknown,0.0,no reliable signal,0,
kudago:8002,Казань,Казанская ратуша,"attractions,sights",location,Белоснежного цвета особняк был возведён в центре Казани специально для Дворянского собрания.,,kudago,unknown,0.0,no reliable signal,0,
kudago:22953,Казань,Мергасовский дом,attractions,location,"Здание, которое горожане теперь используют для тематических фотосессий, а власти постоянно пытаются снести, вообще-то является архитектурным шедевром своего времени.",,kudago,unknown,0.0,no reliable signal,0,
kudago:8752,Казань,Скамейка влюблённых,attractions,location,"Скамейка влюблённых в парке на Петербургской улице — интересный арт-объект, совместивший эстетические и практические функции.",,kudago,unknown,0.0,no reliable signal,0,
kudago:8100,Казань,Спасская башня Казанского Кремля,"attractions,sights",location,"Башня является памятником древнерусского оборонительного зодчества, возведена она в XVI веке одновременно со стенами Кремля.",,kudago,unknown,0.0,no reliable signal,0,
kudago:7698,Казань,Старо–татарская слобода,attractions,location,Исторический комплекс достопримечательностей располагается между казанским озером Нижний Кабан и проточным каналом Булак.,,kudago,unknown,0.0,no reliable signal,0,
kudago:8163,Казань,Стела Универсиады 2013,"attractions,sights",location,В 2013 году впервые за 40 лет Россия приняла Универсиаду — международные спортивные состязания студентов. В честь этого события на Оренбургском тракте появился разноцветный символ Универсиады-2013.,,kudago,unknown,0.0,no reliable signal,0,
kudago:7948,Казань,Храм всех религий,"attractions,sights,temple",location,Уникальный архитектурный памятник и последнее произведение художника-гуманиста.,ежедневно 9:00–18:00,kudago,unknown,0.0,no reliable signal,0,
kudago:7705,Казань,Юбилейная арка,"park,attractions",walk,"Памятник архитектуры, сооруженный в 1888 году, сейчас входит в состав целого паркового ансамбля.",,kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:8381,Казань,водный канал «Булак»,attractions,location,"Небольшая речка отделяет верхнюю часть города Казани от нижней, ее название произошло от татарского слова «болак».",,kudago,unknown,0.0,no reliable signal,0,
kudago:21892,Казань,дендрарий,"park,attractions",walk,История заповедника началась в 1921 году. Сейчас это хорошо развитый дендрарий с множеством растений различного вида и типа.,вт–вс 10:00–17:00,kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:8196,Казань,дом Шамсутдинова,attractions,location,Двухэтажное здание в историческом центре Казани построено в 1898 году по заказу местного мещанина Шакирзяна Шамсутдинова.,,kudago,unknown,0.0,no reliable signal,0,
kudago:4155,Казань,мечеть Кул Шариф,attractions,location,"Главная мечеть республики Татарстан, которая находится на территории Казанского Кремля.",,kudago,unknown,0.0,no reliable signal,0,
kudago:17415,Казань,татарская филармония имени Габдуллы Тукая,concert-hall,museum,Главная концертная площадка республики.,ежедневно 10:00–19:00,kudago,unknown,0.0,no reliable signal,0,indoor
kudago:34667,Казань,творческая лаборатория «Угол»,"sights,theatre",museum,"Современные театральные постановки, перформасны с участием горожан, увлекательные лекции по искусству — всё это в творческой лаборатории «Угол».",,kudago,unknown,0.0,no reliable signal,0,indoor
kudago:7693,Казань,улица Баумана,"attractions,sights",location,"Одна из красивейших улиц Казани, которую многие сравнивают с московским Арбатом.",,kudago,unknown,0.0,no reliable signal,0,
kudago:7710,Казань,улица Карла Маркса,"attractions,sights",location,"Одна из старейших улиц Казани названа в честь немецкого политического деятеля, экономиста и философа Карла Маркса, в период празднования его столетия.",,kudago,unknown,0.0,no reliable signal,0,
kudago:7925,Казань,улица Петербургская,"attractions,sights",location,"Эта улица является логическим продолжением пешеходной улицы Баумана, в советские времена она носила имя революционера Свердлова, сегодня это улица Петербургская.",,kudago,unknown,0.0,no reliable signal,0,
kudago:36164,Казань,центр ремёсел Абый&Сабый,"amusement,kids,sights,workshops,education-centers",location,"В самом сердце города, в Казанском кремле, находится творческое пространство, где можно познакомиться с традиционными ремёслами. Для гостей проводят увлекательные мастер-классы и театрализованные экскурсии, на которых будет интересно и детям, и взрослым.",,kudago,unknown,0.0,no reliable signal,0,
kudago:7982,Казань,центр семьи «Казан»,"palace,attractions",location,"Лето 2013 года ознаменовалось многими значимыми событиями для Казани, одно из которых — открытие нового дворца бракосочетания, аналогов которому нет в мире.",вт–сб 8:00–17:00,kudago,unknown,0.0,no reliable signal,0,
kudago:34752,Казань,экстрим-парк «УРАМ»,"kids,park,art-space",museum,"В экстрим-парке «УРАМ» объединились спорт и творчество. Здесь можно кататься на скейтборде и танцевать, заниматься паркуром и слушать лекции об искусстве, учить новые трюки на велосипеде и заниматься музыкой.",ежедневно 10:00–22:00,kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:20855,Краснодар,«Нейлоновый» двор,attractions,location,"Сегодня этот двор выглядит почти так, как сорок лет назад, когда здесь снимали злободневную комедию «Нейлон 100%». Тогда здесь гуляли Леонид Куравлёв, Евгений Евстигнеев, Наталья Крачковская и другие звёзды советского кинематографа.",,kudago,unknown,0.0,no reliable signal,0,
kudago:21991,Краснодар,аэроклуб «Свободный»,"attractions,sights",location,"Аэроклуб, который не ставит перед собой цель заработать деньги. Здесь можно увидеть мир с высоты птичьего полёта, заплатив относительно небольшую сумму.",,kudago,unknown,0.0,no reliable signal,0,
kudago:22982,Краснодар,курорт Темрюк,"attractions,sights",location,"Климатический курорт, который расположен к западу от Краснодара. Славится своими лечебными грязями, рыбалкой и охотой.",,kudago,unknown,0.0,no reliable signal,0,
kudago:15395,Красноярск,Татышев-парк,"kids,park,attractions,recreation",walk,"Татышев-парк — это прогулки по тенистым аллеям, прекрасные виды на реку, свежий воздух, велопробеги, пляж и многочисленные спортивные площадки. Это место рассчитано на отдыхающих любых возрастов. Если вы собираетесь сюда с ребёнком, наденьте ему на ноги комфортную летнюю обувь, которой не страшны ни влага, ни песок.",,kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:19128,Красноярск,дом ученых,"culture,attractions",location,"Известный центр, где собирается научная интеллигенция и проводятся самые интересные культурные мероприятия для ученых и жителей города.",пн–пт 9:00–18:00,kudago,unknown,0.0,no reliable signal,0,
kudago:15077,Красноярск,часовня великомученицы Параскевы Пятницы,"attractions,church",location,"Практически из любой точки можно увидеть городской символ, украшающий верхушку горы под названием Караульная — белокаменную часовню, названную именем Параскевы Пятницы, с золоченым куполом.",,kudago,unknown,0.0,no reliable signal,0,
kudago:21472,Красноярск,эко-парк «Адмирал»,"park,attractions",walk,"Площадка для активного загородного отдыха, которая предлагает развлечения для своих гостей круглый год. Здесь можно кататься на водных лыжах и катере, наслаждаться бассейном и баней, проводить время на берегу залива Шумиха. Детям несомненно понравится парк аттракционов в виде сказочного замка. Отправляясь на прогулку, подумайте о головных уборах для защиты от солнца: у воды оно особенно сильно печёт.",,kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:270,Москва,Аптекарский огород,"park,attractions",walk,"Розовый лёд, черепахи, магнолия, ананасы — и всё это в центре города.",пн–вс 10:00–19:00,kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:10673,Москва,Воробьёвы горы,"park,attractions,sights",walk,"Место, где бывал Шаляпин, где смотрел на зеркальную фабрику Пётр I, где начинался первый водопровод, где находится главный университет России. Место, которое существует уже 150 000 000 лет.",ежедневно весь день,kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:4922,Москва,Генератор Аркадьева-Маркса или «Катушка Тесла»,"photo-places,attractions,sights",location,"Место, в котором рождаются искусственные молнии и облака.",,kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:38,Москва,Дизайн завод,"art-centers,attractions,sights",museum,"Креативный кластер вырос в целый район благодаря постоянному взаимодействию с горожанами, созданию живого творческого сообщества и внимательному выбору резидентов.",ежедневно весь день,kudago,unknown,0.0,no reliable signal,0,
kudago:6409,Москва,Источник Преподобного Сергия Радонежского,"attractions,sights",location,"Для православных паломников Гремячий ключ — свидетельство чудотворной силы одного из самых чтимых на Руси святых. Для светских туристов и любителей природы — изменчивая в своём облике и характере достопримечательность Подмосковья, источник неизменно чистой воды. А вокруг — плоды труда, вдохновлённого верой.",,kudago,unknown,0.0,no reliable signal,0,
kudago:7896,Москва,Лопатинский рудник,"photo-places,attractions,sights",location,"В Воскресенском районе, в окрестностях посёлка Фосфоритный располагается одно из самых необычных и экзотических мест Подмосковья — Лопатинский рудник.",,kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:851,Москва,Останкинская телебашня,"attractions,sights",location,"Останкинская телебашня — одна из главных достопримечательностей Москвы и символ отечественного телерадиовещания. Здесь проводят экскурсии с подъёмом на высоту более трёхсот метров, а уникальный мультимедийный комплекс знакомит посетителей с устройством этого удивительного сооружения.",ежедневно 9:00–21:00,kudago,unknown,0.0,no reliable signal,0,
kudago:4439,Москва,Патриаршие пруды,attractions,location,"Здесь всё дышит мистикой, загадкой и стариной. Именно здесь повстречались несчастные Берлиоз, Бездомный и легендарный Воланд. Знаете, как почувствовать дух старой Москвы?",,kudago,unknown,0.0,no reliable signal,0,
kudago:37,Москва,Серебряный бор,"park,attractions",walk,"Место с красивой легендой в названии, загадочной историей происхождения и хорошей репутацией в настоящем. Для замотанных москвичей круглогодичные экологические возможности Серебряного бора — на вес золота. Сюда вырываются из суеты мегаполиса ради размеренного или активного отдыха на природе.",ежедневно весь день,kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:5125,Москва,Триумфальная арка,"attractions,sights",location,Триумфальная арка Москвы — символ мужества русского народа.,,kudago,unknown,0.0,no reliable signal,0,
kudago:26935,Москва,Фондовая оранжерея Главного ботанического сада имени Цицина РАН «Московские тропики»,"park,attractions",walk,Это место — возможность абстрагироваться от шума и суеты мегаполиса и совершить неспешную прогулку по садам и лесам разных стран и континентов.,"вт, ср, пт–вс 10:00–17:00, чт 10:00–14:00",kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:484,Москва,Чайный дом на Мясницкой,"shops,attractions",location,"Китайский островок на Мясницкой улице — это известный чайный магазин Перлова, история которого началась ещё в позапрошлом веке.",ежедневно 10:00–20:00,kudago,unknown,0.0,no reliable signal,0,
kudago:5921,Москва,Эйфелева башня в Москве,"kids,attractions,sights",location,"Вы можете поехать в Париж и отстоять огромную очередь, чтобы посетить главную его достопримечательность — великолепную Эйфелеву башню. А можете просто сесть в метро и, не выезжая за пределы МКАД, прикоснуться к точной её копии.",ежедневно весь день,kudago,unknown,0.0,no reliable signal,0,
kudago:7135,Москва,арт-парк «Никола-Ленивец»,"kids,park,attractions,sights",walk,"Арт-парк «Никола-Ленивец» — прекрасная возможность провести чудесные выходные недалеко от Москвы! Природа, удивительные арт-объекты, рестораны, активный отдых и уютный ночлег — всё это есть в парке.",,kudago,unknown,0.0,no reliable signal,0,outdoor
kudago:3795,Москва,водопад Радужный,"attractions,sights",location,Центральная Россия — край водопадов! Не верите? А зря.,ежедневно весь день,kudago,unknown,0.0,no reliable signal,0,
kudago:18778,Москва,креативное пространство «Люмьер-Холл»,"coworking,attractions,sights,cinema",location,"В креативном пространстве «Люмьер-Холл» благодаря мультимедийным выставкам оживают полотна великих мастеров, ценители кинематографа получают удовольствие от тематических кинопоказов, а на концертах и фестивалях кипит яркая, современная, полная впечатлений жизнь.",ежедневно 11:00–23:00,kudago,unknown,0.0,no reliable signal,0,
kudago:30758,Москва,лаунж-бар «Гамачная №1 Ёжик в тумане»,"attractions,sights",location,"Неоновые рисунки на стенах, атмосфера жаркого тропического острова, уютные гамаки и ультрафиолетовое освещение — яркий бар с причудливым дизайном готов перевернуть ваши представления о комфортном отдыхе.","пн–чт 12:00–3:00, пт–вс 12:00–6:00",kudago,unknown,0.0,no reliable signal,0,
kudago:5135,Москва,район Китай-город,"attractions,sights",location,Если вы хотите посмотреть самые красивые исторические места Москвы — вам в Китай-город.,,kudago,unknown,0.0,no reliable signal,0,
kudago:15006,Москва,яблоневые сады в Коломенском парке,"park,attractions,sights",walk,"В последний месяц весны, который медленно перетекает в жаркое московское лето, нет в городе места тише, красивее и приятнее, чем яблоневые сады, расположенные в парке Коломенское.",ежедневно весь день,kudago,unknown,0.0,no reliable signal,0,outdoor
